transaction_id,customer_id,amount,currency,transaction_type,channel,merchant_category,device_id,ip_address,location_country,location_city,time,account_age_days,num_prev_transactions_24h,avg_transaction_amount_7d,device_change_rate_30d,is_foreign,is_blacklisted_merchant,fraud_label
TXN_04652,CUST_1085,14086.92,NGN,purchase,web,transport,DEV_02154,197.210.188.58,Nigeria,Abuja,2025-10-01 02:33:11,684,3,4092.800416576986,0.36,0,0,0
TXN_04295,CUST_1657,1980.59,NGN,withdrawal,ATM,clothing,DEV_04906,197.210.38.88,UK,London,2025-10-01 02:37:16,1160,0,7228.231272723529,0.12,1,0,1
TXN_06351,CUST_1622,748.96,NGN,purchase,ATM,groceries,DEV_02129,197.210.160.75,UK,Lagos,2025-10-01 02:38:06,1124,2,6189.436033810456,0.11,1,0,1
TXN_03479,CUST_1666,4944.58,NGN,transfer,web,food,DEV_03956,197.210.149.253,UK,London,2025-10-01 02:45:23,662,4,4401.956201148352,0.49,1,0,0
TXN_09414,CUST_1827,14034.86,NGN,withdrawal,web,airtime,DEV_01067,197.210.187.56,USA,London,2025-10-01 02:46:10,296,4,2937.991151024689,0.1,1,0,1
TXN_03106,CUST_0708,3284.76,NGN,transfer,POS,luxury,DEV_00604,197.210.66.129,USA,London,2025-10-01 02:48:12,1075,2,3961.509887601552,0.1,1,0,0
TXN_09686,CUST_0479,6492.36,NGN,transfer,web,food,DEV_03644,197.210.221.92,USA,London,2025-10-01 02:51:57,186,7,5487.076693382429,0.44,1,0,1
TXN_03932,CUST_1216,1532.81,NGN,purchase,web,clothing,DEV_02451,197.210.141.72,USA,Abuja,2025-10-01 02:52:54,910,3,3099.840293267607,0.18,1,0,1
TXN_09085,CUST_1386,-1551.94,NGN,withdrawal,mobile,groceries,DEV_00764,197.210.88.150,USA,Accra,2025-10-01 02:53:40,617,2,5305.1183338082565,0.33,1,0,1
TXN_00447,CUST_0801,944.12,NGN,purchase,web,clothing,DEV_00092,197.210.72.63,UK,Lagos,2025-10-01 02:55:48,682,4,4926.820051314137,0.37,1,0,1
TXN_03519,CUST_0419,4831.93,NGN,purchase,POS,betting,DEV_04903,197.210.33.218,UK,London,2025-10-01 02:57:51,1403,3,5296.101304763892,0.12,1,1,1
TXN_02506,CUST_0884,680.99,NGN,withdrawal,POS,transport,DEV_01055,197.210.115.161,Nigeria,Lagos,2025-10-01 02:59:35,830,7,4813.70846120093,0.56,0,0,0
TXN_01185,CUST_1667,14345.95,NGN,withdrawal,mobile,electronics,DEV_00789,197.210.104.17,Ghana,Abuja,2025-10-01 03:03:01,544,5,5930.307989653838,0.08,1,0,0
TXN_06636,CUST_1461,2568.11,NGN,withdrawal,web,groceries,DEV_02024,197.210.118.70,Ghana,Port Harcourt,2025-10-01 03:05:48,1189,5,4355.401096531048,0.24,1,0,1
TXN_02389,CUST_1747,10329.33,NGN,transfer,POS,luxury,DEV_03634,197.210.221.123,Nigeria,Accra,2025-10-01 03:06:16,1380,3,1000.0,0.37,0,0,1
TXN_07406,CUST_0856,9955.55,NGN,transfer,mobile,groceries,DEV_02118,197.210.140.72,UK,Abuja,2025-10-01 03:08:06,1369,2,5271.6896419741815,0.37,1,0,1
TXN_08336,CUST_0818,1673.48,NGN,withdrawal,web,electronics,DEV_03255,197.210.136.235,USA,Port Harcourt,2025-10-01 03:08:21,741,4,5488.665876106925,0.31,1,0,0
TXN_00474,CUST_0522,4973.6,NGN,transfer,web,luxury,DEV_04902,197.210.209.131,USA,Abuja,2025-10-01 03:11:10,490,8,4656.629845261435,0.13,1,0,1
TXN_09204,CUST_0068,7996.81,NGN,transfer,POS,groceries,DEV_01529,197.210.240.92,Ghana,London,2025-10-01 03:11:52,1364,2,3483.900673605598,0.5,1,0,1
TXN_06513,CUST_1254,2752.94,NGN,transfer,web,clothing,DEV_03021,197.210.41.187,Ghana,London,2025-10-01 03:14:52,374,7,5816.074825472415,0.23,1,0,1
TXN_05134,CUST_0122,3955.32,NGN,purchase,ATM,airtime,DEV_01844,197.210.93.97,Ghana,Lagos,2025-10-01 03:18:26,1477,10,5240.548093583385,0.27,1,0,1
TXN_05967,CUST_1472,908.3,NGN,transfer,POS,clothing,DEV_00940,197.210.194.122,USA,Abuja,2025-10-01 03:18:41,686,5,3930.387523781421,0.41,1,0,1
TXN_06130,CUST_0526,771.61,NGN,purchase,mobile,luxury,DEV_00405,197.210.23.35,Ghana,Lagos,2025-10-01 03:20:39,722,5,4441.414990728369,0.27,1,0,1
TXN_01006,CUST_1293,8709.28,NGN,purchase,web,electronics,DEV_03794,197.210.249.29,USA,Port Harcourt,2025-10-01 03:25:54,291,2,2195.963008704247,0.27,1,0,1
TXN_04105,CUST_0807,13308.82,NGN,purchase,ATM,luxury,DEV_02634,197.210.73.121,UK,Accra,2025-10-01 03:26:23,942,11,1916.4849754522356,0.34,1,0,1
TXN_09518,CUST_0291,2039.15,NGN,purchase,POS,electronics,DEV_04321,197.210.100.186,Nigeria,Port Harcourt,2025-10-01 03:29:32,1122,2,3748.3897448087437,0.07,0,0,0
TXN_02375,CUST_0540,2837.67,NGN,transfer,web,electronics,DEV_02742,197.210.189.120,USA,Port Harcourt,2025-10-01 03:30:38,626,7,3743.07879707987,0.3,1,0,1
TXN_00134,CUST_1996,5602.48,NGN,transfer,ATM,airtime,DEV_02239,197.210.158.173,Nigeria,Port Harcourt,2025-10-01 03:33:24,1425,3,2621.977435239931,0.15,0,0,0
TXN_02102,CUST_1752,2886.88,NGN,purchase,mobile,transport,DEV_04029,197.210.141.53,Nigeria,Abuja,2025-10-01 03:40:39,1497,9,3134.6332702499685,0.32,0,0,0
TXN_06218,CUST_0916,4670.46,NGN,purchase,mobile,groceries,DEV_02518,197.210.255.53,UK,Port Harcourt,2025-10-01 03:41:51,257,4,3488.223173271762,0.29,1,0,1
TXN_00664,CUST_0084,1380.37,NGN,withdrawal,mobile,transport,DEV_01293,197.210.8.249,Ghana,Lagos,2025-10-01 03:41:56,1053,3,4473.303852753346,0.45,1,0,1
TXN_05731,CUST_1330,4102.8,NGN,purchase,mobile,groceries,DEV_01270,197.210.19.254,Nigeria,Port Harcourt,2025-10-01 03:43:33,834,5,4496.428009092893,0.12,0,0,0
TXN_07640,CUST_1269,5491.98,NGN,purchase,web,airtime,DEV_04494,197.210.58.224,Ghana,Port Harcourt,2025-10-01 03:44:17,292,4,5162.049765084152,0.28,1,0,1
TXN_09609,CUST_0375,3081.4,NGN,withdrawal,web,luxury,DEV_04353,197.210.242.214,USA,Lagos,2025-10-01 03:45:04,693,3,1408.2520945595693,0.13,1,0,1
TXN_02794,CUST_0677,1729.71,NGN,purchase,POS,food,DEV_04955,197.210.106.2,UK,Abuja,2025-10-01 03:45:47,602,4,6806.043600779311,0.41,1,0,1
TXN_01369,CUST_1777,10991.7,NGN,purchase,ATM,luxury,DEV_03605,197.210.57.93,Ghana,London,2025-10-01 03:47:47,86,2,4217.643672728558,0.14,1,0,1
TXN_08729,CUST_1693,2830.67,NGN,transfer,ATM,betting,DEV_04551,197.210.143.224,UK,Lagos,2025-10-01 03:48:23,1111,7,4925.238443254981,0.37,1,0,1
TXN_07267,CUST_1698,15800.42,NGN,purchase,mobile,clothing,DEV_04541,197.210.129.51,USA,Abuja,2025-10-01 03:50:15,222,2,2978.1675424038135,0.13,1,0,1
TXN_03327,CUST_1925,2206.55,NGN,transfer,ATM,airtime,DEV_03342,197.210.108.170,UK,London,2025-10-01 03:51:16,232,1,4497.383137675511,0.22,1,0,1
TXN_07197,CUST_0713,5774.89,NGN,purchase,web,airtime,DEV_02147,197.210.55.146,Ghana,Accra,2025-10-01 03:52:39,551,7,8981.532650745434,0.56,1,1,1
TXN_07743,CUST_0733,7503.52,NGN,purchase,web,transport,DEV_02549,197.210.7.213,USA,Accra,2025-10-01 03:53:34,1054,4,4426.126278290572,0.31,1,0,1
TXN_09702,CUST_1770,4535.5,NGN,withdrawal,mobile,transport,DEV_01955,197.210.201.19,Nigeria,Abuja,2025-10-01 03:54:18,126,3,8001.16631907476,0.51,0,0,0
TXN_09208,CUST_0985,1389.05,NGN,transfer,web,betting,DEV_04448,197.210.234.67,Nigeria,Port Harcourt,2025-10-01 03:55:16,974,7,6966.20570321843,0.43,0,0,0
TXN_04610,CUST_1162,3285.19,NGN,purchase,mobile,clothing,DEV_03399,197.210.14.255,Ghana,Abuja,2025-10-01 03:58:05,677,3,5846.106802196474,0.37,1,0,0
TXN_02612,CUST_0181,1215.07,NGN,withdrawal,web,transport,DEV_00806,197.210.68.13,Nigeria,London,2025-10-01 04:06:09,882,3,5005.019619669001,0.2,0,0,0
TXN_03926,CUST_1892,185.14,NGN,purchase,mobile,luxury,DEV_00905,197.210.237.194,USA,London,2025-10-01 04:06:59,719,6,8138.9151224219695,0.37,1,0,0
TXN_09832,CUST_0381,1217.1,NGN,withdrawal,mobile,betting,DEV_02397,197.210.181.244,USA,Abuja,2025-10-01 04:10:36,1178,3,3983.112179912882,0.31,1,0,1
TXN_09589,CUST_1064,2685.0,NGN,purchase,mobile,groceries,DEV_04893,197.210.171.242,Nigeria,Abuja,2025-10-01 04:15:02,405,4,6578.962824341507,0.35,0,0,0
TXN_09034,CUST_0193,841.1,NGN,transfer,ATM,luxury,DEV_02757,197.210.108.47,UK,London,2025-10-01 04:15:20,1458,10,1344.85127688681,0.13,1,0,1
TXN_09986,CUST_0345,4847.59,NGN,purchase,POS,groceries,DEV_02103,197.210.81.159,USA,Lagos,2025-10-01 04:15:53,1165,5,4630.410531657286,0.19,1,0,1
TXN_09830,CUST_1906,3880.79,NGN,withdrawal,ATM,transport,DEV_04048,197.210.35.82,USA,Lagos,2025-10-01 04:16:31,596,2,3451.5218085010156,0.1,1,0,1
TXN_08506,CUST_0195,6474.0,NGN,purchase,web,transport,DEV_00022,197.210.230.214,Ghana,London,2025-10-01 04:22:05,819,7,5460.567931245683,0.76,1,0,1
TXN_06986,CUST_0832,4864.25,NGN,transfer,web,groceries,DEV_04611,197.210.169.38,USA,Lagos,2025-10-01 04:24:40,374,3,8255.573595267586,0.34,1,0,1
TXN_05910,CUST_0456,4437.17,NGN,withdrawal,web,transport,DEV_01252,197.210.13.38,USA,London,2025-10-01 04:25:57,1499,1,3308.8319009533147,0.11,1,1,1
TXN_08131,CUST_1619,-664.9,NGN,withdrawal,POS,luxury,DEV_01292,197.210.203.108,Ghana,Port Harcourt,2025-10-01 04:27:20,1037,4,4891.105902614181,0.52,1,0,1
TXN_02797,CUST_1792,10992.82,NGN,purchase,ATM,groceries,DEV_01955,197.210.2.239,UK,Abuja,2025-10-01 04:27:31,808,3,6009.2532911920725,0.13,1,0,1
TXN_07694,CUST_1296,5095.51,NGN,purchase,ATM,transport,DEV_04210,197.210.62.56,USA,Abuja,2025-10-01 04:30:59,1153,3,3971.558318819766,0.1,1,0,1
TXN_05981,CUST_0066,833.36,NGN,transfer,ATM,transport,DEV_02720,197.210.84.117,UK,London,2025-10-01 04:34:24,1362,5,5605.052236215362,0.45,1,0,1
TXN_07994,CUST_0901,4375.13,NGN,purchase,POS,groceries,DEV_01897,197.210.48.140,USA,Abuja,2025-10-01 04:34:39,1009,1,3060.549009464894,0.28,1,0,1
TXN_07316,CUST_1644,12034.58,NGN,withdrawal,web,betting,DEV_00979,197.210.177.55,UK,Lagos,2025-10-01 04:39:13,785,1,1071.0583406059172,0.08,1,0,1
TXN_05253,CUST_0641,13374.43,NGN,transfer,web,transport,DEV_02425,197.210.82.178,Ghana,Port Harcourt,2025-10-01 04:43:42,1163,6,1000.0,0.33,1,0,1
TXN_05046,CUST_1800,4444.7,NGN,purchase,ATM,airtime,DEV_03392,197.210.22.6,USA,Accra,2025-10-01 04:44:50,998,1,2321.5879677025505,0.2,1,0,1
TXN_07282,CUST_1643,7385.57,NGN,withdrawal,web,electronics,DEV_04826,197.210.248.126,Nigeria,Accra,2025-10-01 04:49:20,614,0,6216.298425845996,0.25,0,0,0
TXN_03867,CUST_0542,3339.67,NGN,purchase,mobile,transport,DEV_02313,197.210.27.24,Ghana,London,2025-10-01 05:04:24,578,1,3680.452226647525,0.34,1,0,1
TXN_09928,CUST_0111,1032.45,NGN,transfer,ATM,food,DEV_00924,197.210.86.249,UK,Accra,2025-10-01 05:06:37,1319,4,5462.083130663024,0.37,1,0,1
TXN_00526,CUST_0484,5992.27,NGN,transfer,ATM,airtime,DEV_02262,197.210.61.202,USA,Abuja,2025-10-01 05:12:07,378,4,7195.611223298847,0.21,1,0,1
TXN_06625,CUST_0390,2047.49,NGN,transfer,web,luxury,DEV_00326,197.210.124.91,USA,Port Harcourt,2025-10-01 05:15:56,1190,6,5241.355830213132,0.03,1,0,1
TXN_08914,CUST_1342,1895.8,NGN,withdrawal,web,food,DEV_04166,197.210.79.198,USA,Port Harcourt,2025-10-01 05:18:03,1435,4,2977.983567159953,0.18,1,0,1
TXN_01176,CUST_0621,5458.27,NGN,transfer,POS,clothing,DEV_01142,197.210.239.234,Nigeria,Port Harcourt,2025-10-01 05:18:46,66,5,3813.3675308461125,0.22,0,0,0
TXN_06732,CUST_0533,9109.96,NGN,transfer,mobile,clothing,DEV_04559,197.210.185.169,UK,Lagos,2025-10-01 05:24:59,62,6,3916.026012128852,0.21,1,0,1
TXN_07733,CUST_0622,754.76,NGN,withdrawal,mobile,luxury,DEV_01309,197.210.75.142,Ghana,London,2025-10-01 05:35:42,713,3,2239.929352465061,0.2,1,0,1
TXN_01120,CUST_0503,943.85,NGN,withdrawal,web,clothing,DEV_03048,197.210.74.160,Nigeria,Lagos,2025-10-01 05:36:41,47,4,6389.99933777553,0.39,0,0,0
TXN_07696,CUST_0988,2880.99,NGN,withdrawal,web,betting,DEV_04349,197.210.234.80,UK,London,2025-10-01 05:37:10,871,4,4119.801467415943,0.16,1,0,1
TXN_02024,CUST_1219,-2084.1,NGN,withdrawal,ATM,clothing,DEV_00230,197.210.118.33,Nigeria,Lagos,2025-10-01 05:39:50,353,4,3458.6750894310417,0.17,0,0,0
TXN_04458,CUST_1077,6845.53,NGN,purchase,mobile,betting,DEV_04740,197.210.9.99,USA,Accra,2025-10-01 05:49:56,655,8,4083.87291995822,0.38,1,0,1
TXN_07535,CUST_0973,4439.09,NGN,purchase,mobile,luxury,DEV_01717,197.210.78.94,UK,London,2025-10-01 05:51:53,1253,2,1424.6567605286118,0.14,1,0,1
TXN_05881,CUST_1440,5777.77,NGN,transfer,web,airtime,DEV_04835,197.210.40.32,USA,Abuja,2025-10-01 05:52:54,221,2,2107.1043926172456,0.11,1,0,1
TXN_03492,CUST_1731,-919.05,NGN,purchase,ATM,airtime,DEV_03042,197.210.226.114,USA,Abuja,2025-10-01 05:53:20,171,3,2283.257870858503,0.02,1,0,1
TXN_01110,CUST_0157,653.49,NGN,purchase,POS,clothing,DEV_03694,197.210.82.92,Ghana,Port Harcourt,2025-10-01 05:54:25,1476,9,8170.392690780629,0.42,1,0,1
TXN_02883,CUST_1742,9384.57,NGN,transfer,ATM,electronics,DEV_02084,197.210.140.162,Nigeria,Lagos,2025-10-01 06:01:50,250,3,4409.692049760321,0.33,0,0,0
TXN_02692,CUST_1230,4339.79,NGN,transfer,mobile,luxury,DEV_04460,197.210.46.53,Ghana,London,2025-10-01 06:04:16,387,1,5879.830422498255,0.28,1,0,1
TXN_08838,CUST_1877,1473.97,NGN,transfer,ATM,airtime,DEV_00741,197.210.48.70,Nigeria,Port Harcourt,2025-10-01 06:07:04,1409,4,5006.767592372923,0.43,0,0,0
TXN_03405,CUST_1976,6143.84,NGN,withdrawal,ATM,clothing,DEV_02886,197.210.238.224,Ghana,Lagos,2025-10-01 06:09:21,219,1,3070.240512965951,0.21,1,0,0
TXN_01509,CUST_0083,4095.34,NGN,withdrawal,POS,groceries,DEV_02728,197.210.16.66,UK,Accra,2025-10-01 06:13:13,666,2,7022.970589133192,0.24,1,1,0
TXN_03732,CUST_1580,4206.3,NGN,purchase,web,food,DEV_00271,197.210.75.49,UK,London,2025-10-01 06:14:49,1035,3,7015.211722434024,0.24,1,0,1
TXN_06192,CUST_0432,4709.53,NGN,purchase,mobile,betting,DEV_04099,197.210.155.164,UK,Port Harcourt,2025-10-01 06:20:59,1096,5,5407.251109676091,0.39,1,0,1
TXN_03600,CUST_0985,1710.11,NGN,transfer,POS,transport,DEV_02142,197.210.110.105,UK,Abuja,2025-10-01 06:27:44,140,1,3912.656694723365,0.34,1,0,1
TXN_05728,CUST_1496,10706.79,NGN,transfer,ATM,betting,DEV_00280,197.210.5.75,Nigeria,London,2025-10-01 06:28:16,1474,3,5047.182196465859,0.42,0,0,0
TXN_04276,CUST_1705,24250.14,NGN,purchase,web,groceries,DEV_02583,197.210.61.15,UK,London,2025-10-01 06:29:10,1070,3,7180.639453681451,0.62,1,0,1
TXN_09959,CUST_0344,3653.56,NGN,transfer,ATM,groceries,DEV_00651,197.210.124.247,UK,Abuja,2025-10-01 06:29:55,1127,4,6714.967996107211,0.27,1,0,1
TXN_02511,CUST_1234,5012.72,NGN,transfer,POS,food,DEV_03874,197.210.1.25,Nigeria,Port Harcourt,2025-10-01 06:35:14,1376,2,3457.3388417845763,0.18,0,0,0
TXN_03431,CUST_0479,214.07,NGN,purchase,POS,electronics,DEV_02461,197.210.35.247,USA,Lagos,2025-10-01 06:36:32,565,2,4545.987079701839,0.2,1,0,0
TXN_02495,CUST_1212,3044.25,NGN,withdrawal,ATM,transport,DEV_02435,197.210.81.69,USA,Port Harcourt,2025-10-01 06:36:56,929,0,3365.1807767872338,0.07,1,0,1
TXN_00548,CUST_0161,2421.52,NGN,purchase,ATM,transport,DEV_03413,197.210.61.116,Nigeria,Accra,2025-10-01 06:39:39,578,7,5358.228022736935,0.18,0,0,0
TXN_01918,CUST_0247,7043.4,NGN,withdrawal,ATM,betting,DEV_04679,197.210.225.191,USA,London,2025-10-01 06:43:08,688,4,7054.285090617237,0.11,1,0,0
TXN_03509,CUST_1045,-232.98,NGN,purchase,POS,clothing,DEV_00662,197.210.15.65,UK,Port Harcourt,2025-10-01 06:48:21,280,2,5623.498986257052,0.44,1,0,0
TXN_06468,CUST_0591,9169.48,NGN,transfer,POS,clothing,DEV_04391,197.210.55.56,UK,Lagos,2025-10-01 06:48:28,426,3,2731.316770699551,0.25,1,1,0
TXN_03271,CUST_0925,4978.76,NGN,transfer,mobile,groceries,DEV_03928,197.210.110.200,UK,London,2025-10-01 06:54:10,213,5,6915.0586014248565,0.28,1,0,1
